time,ch1,ch2
0,0,2.00E-03
5.00E-08,0,0
1.00E-07,0,0
1.50E-07,0,0
2.00E-07,4.00E-02,2.00E-03
2.50E-07,0,2.00E-03
3.00E-07,0,0
3.50E-07,0,2.00E-03
4.00E-07,0,0
4.50E-07,0,0
5.00E-07,0,0
5.50E-07,0,2.00E-03
6.00E-07,0,0
6.50E-07,0,0
7.00E-07,0,0
7.50E-07,0,0
8.00E-07,0,2.00E-03
8.50E-07,4.00E-02,0
9.00E-07,0,0
9.50E-07,0,0
1.00E-06,0,0
1.05E-06,0,0
1.10E-06,0,0
1.15E-06,0,0
1.20E-06,4.00E-02,0
1.25E-06,0,2.00E-03
1.30E-06,0,0
1.35E-06,0,0
1.40E-06,0,2.00E-03
1.45E-06,0,0
1.50E-06,0,2.00E-03
1.55E-06,0,0
1.60E-06,0,0
1.65E-06,0,2.00E-03
1.70E-06,0,0
1.75E-06,0,0
1.80E-06,0,2.00E-03
1.85E-06,4.00E-02,0
1.90E-06,0,0
1.95E-06,0,0
2.00E-06,0,2.00E-03
2.05E-06,0,0
2.10E-06,0,0
2.15E-06,4.00E-02,2.00E-03
2.20E-06,4.00E-02,0
2.25E-06,0,2.00E-03
2.30E-06,4.00E-02,-2.00E-03
2.35E-06,0,2.00E-03
2.40E-06,0,-2.00E-03
2.45E-06,0,4.00E-03
2.50E-06,0,-6.00E-03
2.55E-06,0,6.00E-03
2.60E-06,0,-4.00E-03
2.65E-06,0,4.00E-03
2.70E-06,0,0
2.75E-06,0,2.00E-03
2.80E-06,0,0
2.85E-06,0,2.00E-03
2.90E-06,0,-2.00E-03
2.95E-06,0,2.00E-03
3.00E-06,0,0
3.05E-06,0,2.00E-03
3.10E-06,0,-2.00E-03
3.15E-06,0,0
3.20E-06,0,-4.00E-03
3.25E-06,0,8.00E-03
3.30E-06,0,-6.00E-03
3.35E-06,0,2.00E-03
3.40E-06,0,2.00E-03
3.45E-06,0,0
3.50E-06,0,-4.00E-03
3.55E-06,0,4.00E-03
3.60E-06,0,-4.00E-03
3.65E-06,0,-4.00E-03
3.70E-06,0,4.00E-03
3.75E-06,0,2.00E-03
3.80E-06,0,-6.00E-03
3.85E-06,0,8.00E-03
3.90E-06,0,-4.00E-03
3.95E-06,0,0
4.00E-06,0,2.00E-03
4.05E-06,0,2.00E-03
4.10E-06,0,-4.00E-03
4.15E-06,0,2.00E-03
4.20E-06,0,2.00E-03
4.25E-06,0,-4.00E-03
4.30E-06,4.00E-02,2.00E-03
4.35E-06,0,0
4.40E-06,0,0
4.45E-06,0,2.00E-03
4.50E-06,0,0
4.55E-06,0,-2.00E-03
4.60E-06,0,8.00E-03
4.65E-06,0,-6.00E-03
4.70E-06,0,4.00E-03
4.75E-06,0,0
4.80E-06,0,2.00E-03
4.85E-06,0,0
4.90E-06,0,-2.00E-03
4.95E-06,4.00E-02,2.00E-03
5.00E-06,0,0
5.05E-06,0,2.00E-03
5.10E-06,0,-2.00E-03
5.15E-06,0,0
5.20E-06,0,0
5.25E-06,0,2.00E-03
5.30E-06,0,0
5.35E-06,0,0
5.40E-06,0,2.00E-03
5.45E-06,0,0
5.50E-06,0,0
5.55E-06,0,0
5.60E-06,0,-2.00E-03
5.65E-06,0,0
5.70E-06,0,4.00E-03
5.75E-06,0,-4.00E-03
5.80E-06,0,2.00E-03
5.85E-06,0,-2.00E-03
5.90E-06,0,4.00E-03
5.95E-06,0,0
6.00E-06,0,-4.00E-03
6.05E-06,0,2.00E-03
6.10E-06,0,0
6.15E-06,0,2.00E-03
6.20E-06,0,0
6.25E-06,0,2.00E-03
6.30E-06,0,-2.00E-03
6.35E-06,0,0
6.40E-06,4.00E-02,2.00E-03
6.45E-06,0,0
6.50E-06,0,2.00E-03
6.55E-06,0,2.00E-03
6.60E-06,4.00E-02,0
6.65E-06,0,0
6.70E-06,0,0
6.75E-06,0,2.00E-03
6.80E-06,0,2.00E-03
6.85E-06,0,-2.00E-03
6.90E-06,0,0
6.95E-06,0,2.00E-03
7.00E-06,0,-4.00E-03
7.05E-06,0,2.00E-03
7.10E-06,0,-4.00E-03
7.15E-06,0,2.00E-03
7.20E-06,0,0
7.25E-06,0,2.00E-03
7.30E-06,0,2.00E-03
7.35E-06,0,-2.00E-03
7.40E-06,0,0
7.45E-06,0,0
7.50E-06,0,2.00E-03
7.55E-06,0,0
7.60E-06,0,2.00E-03
7.65E-06,0,-4.00E-03
7.70E-06,0,2.00E-03
7.75E-06,0,0
7.80E-06,0,4.00E-03
7.85E-06,0,0
7.90E-06,0,0
7.95E-06,0,0
8.00E-06,0,2.00E-03
8.05E-06,0,0
8.10E-06,0,2.00E-03
8.15E-06,0,-4.00E-03
8.20E-06,0,2.00E-03
8.25E-06,0,0
8.30E-06,4.00E-02,0
8.35E-06,0,0
8.40E-06,0,0
8.45E-06,0,0
8.50E-06,0,0
8.55E-06,0,2.00E-03
8.60E-06,0,0
8.65E-06,0,4.00E-03
